#filename	date	concept_num	concept
10718212	2000-03-29	Bile duct cancer	9
22959798	2012-09-10	Bile duct cancer	2
22514698	2012-04-19	Bile duct cancer	3
8380976	1993-02-19	Liver cancer	3
24081803	2014-02-20	Bile duct cancer	4
23977420	2013-08-26	Bile duct cancer	4
26573807	2015-11-17	Liver cancer	8
14760676	2004-02-04	Bile duct cancer	3
15150106	2004-05-19	Bile duct cancer	7
14520286	2003-10-01	Bile duct cancer	5
7780959	1995-07-19	Bile duct cancer	3
27127878	2016-09-22	Bile duct cancer	9
26294099	2015-08-21	Bile duct cancer	7
27787742	2016-10-27	Bile duct cancer	2
27787742	2016-10-27	Liver cancer	12
25912876	2015-05-19	Liver cancer	5
11910351	2002-03-22	Bile duct cancer	3
11910351	2002-03-22	Colorectal cancer	1
21040332	2010-11-02	Liver cancer	6
24854451	2015-03-06	Bile duct cancer	5
17979520	2008-03-31	Bile duct cancer	8
28104820	2017-01-20	Bile duct cancer	1
28101220	2017-01-19	Bile duct cancer	2
25580681	2015-04-22	Bile duct cancer	1
25580681	2015-04-22	Liver cancer	1
25007141	2014-07-10	Bile duct cancer	1
20593243	2010-12-02	Bile duct cancer	5
20046419	2010-01-04	Liver cancer	4
25581351	2015-10-29	Liver cancer	5
7502013	1996-01-17	Liver cancer	4
12063982	2002-06-14	Bile duct cancer	2
12063982	2002-06-14	Liver cancer	2
23106580	2012-10-30	Bile duct cancer	5
23833654	2013-07-08	Bile duct cancer	4
17341899	2007-03-07	Bile duct cancer	6
16177659	2005-09-22	Bile duct cancer	8
15685618	2005-03-08	Bile duct cancer	4
9164527	1997-07-24	Liver cancer	4
20703236	2010-09-02	Bile duct cancer	2
23037559	2012-10-05	Liver cancer	1
26647881	2016-02-10	Liver cancer	10
19260456	2009-03-05	Bile duct cancer	8
27469137	2016-07-29	Bile duct cancer	12
22647350	2012-11-19	Bile duct cancer	4
2376901	1990-09-06	Bile duct cancer	2
2376901	1990-09-06	Pancreatic Cancer	3
2376901	1990-09-06	Liver cancer	2
20072993	2010-01-14	Bile duct cancer	2
22777053	2012-08-10	Bile duct cancer	8
24409060	2014-01-10	Bile duct cancer	8
16114133	2005-08-22	Bile duct cancer	6
19208038	2009-02-11	Liver cancer	6
22653330	2012-07-18	Bile duct cancer	5
25435907	2014-12-01	Bile duct cancer	4
2933968	1986-01-21	Colorectal cancer	1
27870981	2016-11-21	Bile duct cancer	10
20731018	2010-08-23	Bile duct cancer	2
16806037	2006-07-17	Bile duct cancer	4
24827133	2014-07-26	Bile duct cancer	7
3470178	1987-04-27	Colorectal cancer	1
3470178	1987-04-27	Liver cancer	2
27396433	2016-09-22	Liver cancer	1
16231372	2005-10-24	Bile duct cancer	6
20108122	2010-03-18	Pancreatic Cancer	2
20108122	2010-03-18	Bile duct cancer	6
23001532	2013-01-14	Bile duct cancer	2
8357100	1993-09-21	Pancreatic Cancer	1
16191504	2005-09-29	Esophageal cancer	1
11260864	2001-03-22	Bile duct cancer	5
11260864	2001-03-22	Colorectal cancer	5
11724905	2001-11-28	Liver cancer	1
28123170	2017-01-26	Bile duct cancer	15
28123170	2017-01-26	Liver cancer	1
25294273	2014-10-08	Pancreatic Cancer	1
10920928	2000-10-04	Liver cancer	3
27688085	2016-09-30	Bile duct cancer	2
27939085	2016-12-12	Liver cancer	9
26018687	2015-08-06	Liver cancer	1
15161503	2004-05-26	Liver cancer	2
15003464	2004-03-08	Bile duct cancer	1
25075940	2014-08-23	Bile duct cancer	1
16114993	2005-08-23	Colorectal cancer	3
17153461	2006-12-11	Pancreatic Cancer	3
12740351	2003-05-12	Colorectal cancer	1
12016370	2002-05-17	Bile duct cancer	5
26162855	2015-09-03	Liver cancer	4
21617582	2011-07-21	Bile duct cancer	4
21617582	2011-07-21	Liver cancer	3
24299517	2013-12-10	Bile duct cancer	3
11757753	2001-12-06	Bile duct cancer	3
22325412	2012-02-13	Bile duct cancer	2
18214482	2008-08-15	Bile duct cancer	3
23686724	2013-09-09	Bile duct cancer	6
18795610	2008-09-17	Liver cancer	4
21445543	2011-11-15	Liver cancer	3
22286058	2012-02-13	Bile duct cancer	4
15012775	2004-03-11	Liver cancer	5
7809833	1995-02-02	Bile duct cancer	1
23986055	2013-08-29	Liver cancer	7
23856554	2013-09-09	Pancreatic Cancer	1
27495988	2016-08-06	Bile duct cancer	2
26259778	2015-12-22	Liver cancer	4
15492786	2004-10-19	Bile duct cancer	6
16030401	2005-07-20	Bile duct cancer	3
19376120	2009-09-01	Bile duct cancer	8
26848531	2016-04-14	Bile duct cancer	6
24857099	2014-05-26	Bile duct cancer	7
26185369	2015-07-18	Pancreatic Cancer	2
26185369	2015-07-18	Bile duct cancer	2
26235847	2015-10-23	Bile duct cancer	1
18497548	2008-05-23	Bile duct cancer	13
19350315	2010-06-16	Bile duct cancer	5
19350315	2010-06-16	Liver cancer	8
17786316	2007-09-05	Bile duct cancer	3
23110045	2012-10-30	Bile duct cancer	4
25422909	2015-02-04	Pancreatic Cancer	1
25422909	2015-02-04	Stomach cancer	1
24201744	2014-02-25	Liver cancer	3
24520946	2014-05-22	Colorectal cancer	1
24520946	2014-05-22	Liver cancer	1
25446376	2014-12-03	Bile duct cancer	6
27282820	2016-06-10	Bile duct cancer	9
